"Net Code";"Net Name";"Pad Count";"Via Count";"Via Length (mm)";"Track Length (mm)";"Die Length (mm)";"Net Length (mm)";"L1 (Sig) (mm)";"L2 (Gnd) (mm)";"L3 (Pwr) (mm)";"L4 (Sig+Pwr) (mm)";"L5 (Gnd) (mm)";"L6 (Sig+Pwr) (mm)";"L7 (Gnd) (mm)";"L8 (Sig) (mm)";
401;"/Zynq_B502_DDR/DDR_ODT_T";2;1;1,1846;27,7030;0,0000;28,8876;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;27,7030;
402;"/Zynq_B502_DDR/DDR_ODT";2;1;1,1846;6,3431;10,8192;18,3469;0,5657;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;5,7775;
403;"/Zynq_B502_DDR/DDR_CK_E";2;1;1,1846;4,3902;20,5883;26,1631;0,6010;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;3,7891;
404;"/Zynq_B502_DDR/DDR_CK_E_T";2;1;1,1846;19,8630;0,0000;21,0476;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;19,8630;
405;"QSPI_D0/BM3";4;1;1,1846;17,3012;12,1442;30,6300;10,8956;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;6,4056;
406;"QSPI_D1/BM1";4;2;2,0525;23,7256;7,3683;33,1464;2,8326;0,0000;0,0000;0,0000;0,0000;18,5510;0,0000;2,3420;
407;"/Zynq_B502_DDR/DDR_DQ3";2;0;0,0000;13,5732;20,1008;33,6740;13,5732;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;
408;"/Zynq_B502_DDR/DDR_DQ13";2;2;1,7358;13,9650;10,4175;26,1183;0,5657;0,0000;0,0000;0,0000;0,0000;13,3993;0,0000;0,0000;
409;"/Zynq_B502_DDR/DDR_DQS1_P";2;2;1,7358;13,3571;11,1175;26,2104;0,5657;0,0000;0,0000;0,0000;0,0000;12,7914;0,0000;0,0000;
410;"/Zynq_B502_DDR/DDR_DQ4";2;0;0,0000;13,5438;20,1292;33,6730;13,5438;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;
411;"/Zynq_B502_DDR/DDR_DQ11";2;2;1,7358;15,4867;8,7033;25,9258;0,5657;0,0000;0,0000;0,0000;0,0000;14,9210;0,0000;0,0000;
412;"/Zynq_B502_DDR/DDR_DQ0";2;0;0,0000;17,9517;15,7283;33,6800;17,9517;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;
413;"/Zynq_B502_DDR/DDR_DQ12";2;2;1,7358;13,2758;11,1742;26,1858;0,4354;0,0000;0,0000;0,0000;0,0000;12,8404;0,0000;0,0000;
414;"/Zynq_B502_DDR/DDR_DQ15";2;2;1,7358;10,6687;14,1242;26,5287;0,5657;0,0000;0,0000;0,0000;0,0000;10,1031;0,0000;0,0000;
415;"/Zynq_B502_DDR/DDR_DQ9";2;2;1,7358;15,5177;8,6683;25,9218;0,5657;0,0000;0,0000;0,0000;0,0000;14,9520;0,0000;0,0000;
416;"/Zynq_B502_DDR/DDR_DQ6";2;0;0,0000;17,0617;16,6183;33,6800;17,0617;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;
417;"/Zynq_B502_DDR/DDR_DQ5";2;0;0,0000;13,9648;19,7133;33,6781;13,9648;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;
418;"/Zynq_B502_DDR/DDR_DQ2";2;0;0,0000;18,4033;15,2817;33,6850;18,4033;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;
419;"/Zynq_B502_DDR/DDR_DQ14";2;2;1,7358;11,4408;13,2392;26,4158;0,4000;0,0000;0,0000;0,0000;0,0000;11,0408;0,0000;0,0000;
420;"/Zynq_B502_DDR/DDR_DQ7";2;0;0,0000;17,3858;16,2942;33,6800;17,3858;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;
421;"/Zynq_B502_DDR/DDR_DQS1_N";2;2;1,7358;13,3305;11,1475;26,2138;0,5657;0,0000;0,0000;0,0000;0,0000;12,7648;0,0000;0,0000;
422;"/Zynq_B502_DDR/DDR_DQ1";2;0;0,0000;18,6717;15,0083;33,6800;18,6717;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;
423;"/Zynq_B502_DDR/DDR_DQS0_N";2;0;0,0000;16,3158;17,8375;34,1533;16,3158;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;
424;"/Zynq_B502_DDR/DDR_DQS0_P";2;0;0,0000;15,7283;18,4067;34,1350;15,7283;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;
425;"/Zynq_B502_DDR/DDR_DM0";2;0;0,0000;18,5165;15,1675;33,6840;18,5165;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;
426;"/Zynq_B502_DDR/DDR_DM1";2;2;1,7358;13,6949;10,8075;26,2382;1,2627;0,0000;0,0000;0,0000;0,0000;12,4322;0,0000;0,0000;
427;"IO_L5_P_34";2;2;1,1846;10,3976;22,3800;33,9622;0,5657;0,0000;0,0000;0,0000;0,0000;8,6662;0,0000;1,1657;
428;"IO_L8_N_35";1;0;0,0000;0,0000;13,1925;13,1925;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;
429;"IO_L6_P_35";2;2;1,1846;30,7656;8,1642;40,1144;0,5657;0,0000;0,0000;0,0000;0,0000;28,9579;0,0000;1,2420;
430;"IO_L5P_13";2;2;1,1846;17,4753;35,3100;53,9699;0,5657;0,0000;0,0000;0,0000;0,0000;15,9928;0,0000;0,9168;
431;"IO_L17_P_33";2;1;1,1846;10,9548;13,3050;25,4444;10,0220;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,9328;
432;"IO_L1_P_35";2;2;1,1846;25,9737;9,1075;36,2658;0,5657;0,0000;0,0000;0,0000;0,0000;24,2147;0,0000;1,1933;
433;"IO_L10_P_13";2;1;1,1846;7,5116;23,7758;32,4720;0,5657;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;6,9460;
434;"IO_L17_P_13";2;1;1,1846;11,0645;15,1292;27,3783;10,2020;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,8624;
435;"IO_L23_P_35";2;1;1,1846;8,5605;16,6333;26,3784;7,6256;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,9349;
436;"/Zynq_B502_DDR/DDR_DQ8";2;2;1,7358;14,9808;9,2692;25,9858;0,5657;0,0000;0,0000;0,0000;0,0000;14,4151;0,0000;0,0000;
437;"STM32_GPIO1";2;1;1,1846;13,7390;0,0000;14,9236;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;13,7390;
438;"ZYNQ_PL_PROGB";4;4;2,7524;59,0675;7,9083;69,7282;0,5657;0,0000;0,0000;21,4041;0,0000;37,0977;0,0000;0,0000;
439;"STM32_USB_CC2";2;1;1,1846;14,9988;0,0000;16,1834;1,0902;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;13,9085;
440;"STM32_USB_D_P";2;1;1,1846;8,9574;0,0000;10,1420;8,2117;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,7457;
441;"STM32_DAC2";2;2;1,1846;25,1590;0,0000;26,3436;0,5528;0,0000;0,0000;0,0000;0,0000;23,5437;0,0000;1,0625;
442;"STM32_GPIO3";2;1;1,1846;15,6749;0,0000;16,8595;14,8649;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,8100;
444;"STM32_GPIO8";2;2;1,1846;18,2964;0,0000;19,4810;0,5610;0,0000;0,0000;0,0000;0,0000;16,7226;0,0000;1,0128;
445;"STM32_USB_D_N";2;1;1,1846;9,3958;0,0000;10,5804;8,6501;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,7457;
446;"STM32_DAC1";2;2;1,1846;25,6655;0,0000;26,8501;0,9828;0,0000;0,0000;0,0000;0,0000;23,8305;0,0000;0,8521;
447;"STM32_SDA";3;2;2,0525;24,3874;6,2058;32,6457;4,0834;0,0000;0,0000;0,0000;0,0000;18,6077;0,0000;1,6964;
448;"STM32_USB_CC1";2;1;1,1846;15,2252;0,0000;16,4098;0,9480;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;14,2772;
449;"STM32_GPIO7";2;2;1,1846;23,2347;0,0000;24,4193;1,3129;0,0000;0,0000;0,0000;0,0000;21,0301;0,0000;0,8918;
450;"STM32_SCL";3;0;0,0000;13,3231;0,0000;13,3231;13,3231;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;
451;"ZYNQ_PS_POR";3;0;0,0000;16,9470;8,4475;25,3945;16,9470;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;
452;"+3V3";50;26;21,4243;92,4177;45,7300;159,5720;19,0570;0,0000;0,9388;56,1456;0,0000;0,0000;0,0000;16,2763;
453;"+1V8";68;36;33,1688;36,2208;0,0000;69,3896;23,5170;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;12,7037;
454;"+1V0";42;22;26,0612;31,6155;0,0000;57,6767;11,1166;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;20,4989;
455;"+1V35";54;34;37,2073;48,1759;0,0000;85,3832;11,2684;0,0000;0,0000;0,0303;0,0000;29,9337;0,0000;6,9435;
457;"STM32_GPIO4";2;1;1,1846;14,1526;0,0000;15,3372;13,1375;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;1,0151;
458;"STM32_GPIO5";2;1;1,1846;16,9142;0,0000;18,0988;15,9426;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,9715;
459;"Net-(U9-VDDA)";4;1;1,1846;3,3312;0,0000;4,5158;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;3,3312;
460;"Net-(U9-VREF+)";2;1;1,1846;2,8221;0,0000;4,0067;1,1836;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;1,6385;
461;"/Zynq B500-B501/PS_CLK_33MHz";3;0;0,0000;2,6385;0,0000;2,6385;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;2,6385;
462;"ETH_PHY_TXD3";2;2;1,7358;11,4560;12,9175;26,1093;3,3443;0,0000;0,0000;0,0000;0,0000;8,1117;0,0000;0,0000;
463;"VBUS_OUT_EN";2;0;0,0000;2,8650;0,0000;2,8650;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;2,8650;
464;"/USB HS PHY/CLK_13MHz";2;0;0,0000;1,4142;0,0000;1,4142;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;1,4142;
465;"/USB HS PHY/USB_REFCLK";2;0;0,0000;1,0686;0,0000;1,0686;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;1,0686;
467;"/Zynq B500-B501/33MHz_3V3";4;0;0,0000;4,4074;0,0000;4,4074;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;4,4074;
468;"/USB HS PHY/13MHz_1V8";4;1;1,1846;3,1778;0,0000;4,3624;1,0993;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;2,0784;
470;"+3V3_SC";17;4;4,7384;15,8755;0,0000;20,6139;4,7749;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;11,1006;
472;"IO_L11_SRCC_P_34";2;1;1,1846;7,1399;8,0850;16,4095;0,5657;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;6,5742;
473;"IO_L11_SRCC_N_34";2;1;1,1846;7,1399;7,2717;15,5962;0,5657;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;6,5742;
474;"IO_L12_MRCC_P_13";2;1;1,1846;8,3172;14,3450;23,8468;0,5657;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;7,7515;
475;"IO_L12_MRCC_N_13";2;1;1,1846;6,9955;15,6667;23,8468;0,5657;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;6,4298;
476;"IO_L13_MRCC_N_13";2;1;1,1846;8,7163;12,4792;22,3801;0,5657;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;8,1506;
477;"IO_L13_MRCC_P_13";2;1;1,1846;7,8338;13,3617;22,3801;0,5657;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;7,2681;
478;"IO_L13_MRCC_P_35";2;1;1,1846;12,0584;12,0300;25,2730;11,2520;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,8064;
479;"IO_L14_SRCC_P_35";2;1;1,1846;7,0217;12,5025;20,7088;0,5657;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;6,4560;
480;"IO_L11_SRCC_N_33";2;1;1,1846;11,5010;13,6542;26,3398;0,5657;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;10,9353;
481;"IO_L11_SRCC_N_13";2;1;1,1846;12,6096;18,9058;32,7000;11,6167;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,9928;
482;"IO_L14_SRCC_P_33";2;1;1,1846;7,6489;20,1200;28,9535;0,5657;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;7,0832;
483;"IO_L11_SRCC_P_33";2;1;1,1846;9,4366;15,7183;26,3395;0,5657;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;8,8709;
484;"IO_L14_SRCC_N_34";2;1;1,1846;7,5155;6,5950;15,2951;0,5657;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;6,9498;
485;"IO_L14_SRCC_N_35";2;1;1,1846;8,3450;11,1792;20,7088;0,5657;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;7,7793;
486;"IO_L14_SRCC_N_33";2;1;1,1846;9,4272;18,3417;28,9535;0,5657;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;8,8615;
487;"IO_L11_SRCC_P_35";2;1;1,1846;11,0058;12,9592;25,1496;0,5657;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;10,4401;
488;"IO_L13_MRCC_P_34";2;1;1,1846;7,1590;5,3900;13,7336;0,5657;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;6,5933;
489;"IO_L11_SRCC_N_35";2;1;1,1846;12,0133;11,9517;25,1496;0,5657;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;11,4476;
490;"IO_L11_SRCC_P_13";2;1;1,1846;11,8312;19,6842;32,7000;10,8383;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,9928;
491;"IO_L12_MRCC_P_35";2;1;1,1846;9,6793;17,6817;28,5456;0,5657;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;9,1136;
492;"IO_L12_MRCC_P_34";2;2;1,1846;9,7047;7,1008;17,9901;0,5657;0,0000;0,0000;0,0000;0,0000;7,8633;0,0000;1,2757;
493;"IO_L14_SRCC_P_34";2;1;1,1846;6,9933;10,3733;18,5512;0,5657;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;6,4276;
494;"IO_L12_MRCC_P_33";2;1;1,1846;10,0545;13,2233;24,4624;9,1680;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,8864;
495;"IO_L13_MRCC_N_35";2;1;1,1846;11,1239;13,3383;25,6468;10,2760;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,8478;
497;"IO_L12_MRCC_N_33";2;1;1,1846;10,3020;12,6983;24,1849;9,3955;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,9065;
498;"IO_L12_MRCC_N_34";2;1;1,1846;7,2890;8,9300;17,4036;0,5657;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;6,7233;
499;"IO_L12_MRCC_N_35";2;1;1,1846;10,4626;16,8758;28,5230;0,5657;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;9,8969;
500;"IO_L13_MRCC_N_34";2;1;1,1846;6,2764;6,2725;13,7335;0,5657;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;5,7108;
501;"IO_25_13";2;2;1,1846;12,9830;4,2908;18,4584;0,5657;0,0000;0,0000;11,4020;0,0000;0,0000;0,0000;1,0153;
502;"/Zynq Config/VT_OUTPUT";2;1;1,1846;5,3565;0,0000;6,5411;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;5,3565;
503;"/Zynq Config/LED_A";2;0;0,0000;1,9160;0,0000;1,9160;1,9160;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;
508;"STM32_GPIO2";2;1;1,1846;16,1069;0,0000;17,2915;0,0020;0,0000;0,0000;0,0000;0,0000;0,0750;0,0000;16,0299;
509;"IO_0_35";2;2;1,1846;36,4137;8,3450;45,9433;0,5657;0,0000;0,0000;27,1721;0,0000;0,0000;0,0000;8,6760;
511;"STM32_BOOT0";3;2;1,5013;24,1724;0,0000;25,6737;1,0170;0,0000;0,0000;0,0000;0,0000;20,9904;0,0000;2,1649;
512;"USB_ULPI_DATA4";2;1;1,1846;17,5942;14,8058;33,5846;17,5942;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;
513;"/Zynq_B502_DDR/DDR_DQ10";2;2;1,7358;10,8528;13,9242;26,5128;0,5657;0,0000;0,0000;0,0000;0,0000;10,2871;0,0000;0,0000;
514;"/Zynq B500-B501/STM32_SCL_T";2;0;0,0000;5,3606;9,3892;14,7498;5,3606;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;
515;"GND";366;274;242,8430;100,0967;95,0999;438,0396;59,4526;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;40,6440;
547;"IO_L6_P_13";2;2;1,1846;17,8652;13,3917;32,4415;0,5657;0,0000;0,0000;15,8907;0,0000;0,0000;0,0000;1,4088;
548;"IO_L2_N_13";2;2;1,1846;14,7989;29,6633;45,6468;0,5657;0,0000;0,0000;0,0000;0,0000;13,3784;0,0000;0,8549;
549;"IO_L19_P_13";2;2;1,1846;20,7900;11,0883;33,0629;0,5657;0,0000;0,0000;0,0000;0,0000;19,2155;0,0000;1,0088;
550;"IO_L5_N_13";2;2;1,1846;18,5555;36,5058;56,2459;0,5657;0,0000;0,0000;17,0359;0,0000;0,0000;0,0000;0,9539;
551;"IO_L3_N_13";2;2;1,1846;10,6307;32,7550;44,5703;0,5657;0,0000;0,0000;0,0000;0,0000;9,2543;0,0000;0,8107;
552;"IO_L21_P_13";2;2;1,1846;13,2949;5,2375;19,7170;0,5657;0,0000;0,0000;11,9564;0,0000;0,0000;0,0000;0,7728;
553;"IO_L20_P_33";2;2;1,1846;12,0659;14,2600;27,5105;0,5657;0,0000;0,0000;10,6749;0,0000;0,0000;0,0000;0,8254;
554;"IO_L18_N_13";2;1;1,1846;14,5783;12,4292;28,1921;13,3968;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;1,1815;
555;"IO_L24_N_13";2;2;1,1846;14,4041;7,7258;23,3145;0,5657;0,0000;0,0000;11,5904;0,0000;0,0000;0,0000;2,2480;
556;"IO_L2_P_13";2;2;1,1846;15,3702;29,7517;46,3065;0,5657;0,0000;0,0000;0,0000;0,0000;13,8196;0,0000;0,9850;
557;"IO_L19_VREF_N_33";2;2;1,1846;20,1399;12,0325;33,3570;0,5657;0,0000;0,0000;0,0000;0,0000;18,6435;0,0000;0,9307;
558;"IO_L6_N_VREF_13";2;2;1,1846;18,0580;10,6350;29,8776;0,5657;0,0000;0,0000;15,8227;0,0000;0,0000;0,0000;1,6696;
559;"IO_L15_N_33";2;2;1,1846;23,1928;10,9467;35,3241;0,5657;0,0000;0,0000;0,0000;0,0000;21,5307;0,0000;1,0964;
560;"IO_L1_N_13";2;2;1,1846;11,7117;13,6808;26,5771;0,5657;0,0000;0,0000;0,0000;0,0000;10,2542;0,0000;0,8918;
561;"IO_L3_P_13";2;2;1,1846;17,9094;33,3642;52,4582;0,5657;0,0000;0,0000;0,0000;0,0000;16,4458;0,0000;0,8980;
562;"IO_L19_P_33";2;2;1,1846;20,6738;12,4117;34,2701;0,5657;0,0000;0,0000;0,0000;0,0000;18,6016;0,0000;1,5065;
563;"IO_L14_N_SRCC_13";2;1;1,1846;5,8642;15,0717;22,1205;1,6632;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;4,2010;
564;"IO_L15_P_33";2;2;1,1846;10,6069;9,8142;21,6057;0,5657;0,0000;0,0000;0,0000;0,0000;9,1184;0,0000;0,9228;
565;"IO_L18_P_13";2;2;1,1846;9,6800;9,2300;20,0946;0,5657;0,0000;0,0000;7,1071;0,0000;0,0000;0,0000;2,0073;
566;"IO_L14_P_SRCC_13";2;1;1,1846;6,0298;16,2208;23,4352;0,5657;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;5,4642;
567;"IO_L24_P_13";2;2;1,1846;16,9773;7,7150;25,8769;0,5657;0,0000;0,0000;0,0000;0,0000;15,5817;0,0000;0,8300;
568;"IO_L22_P_13";2;2;1,1846;12,7512;4,6183;18,5541;0,5657;0,0000;0,0000;11,1805;0,0000;0,0000;0,0000;1,0050;
569;"IO_L15_P_13";2;2;1,1846;7,8669;16,5567;25,6082;0,0000;0,0000;0,0000;6,1369;0,0000;0,0000;0,0000;1,7300;
570;"IO_L20_N_33";2;2;1,1846;16,0955;13,4642;30,7443;0,5657;0,0000;0,0000;14,2235;0,0000;0,0000;0,0000;1,3064;
589;"IO_L3P_PUDC_34";2;2;1,1846;14,1111;11,6717;26,9674;0,5657;0,0000;0,0000;12,5284;0,0000;0,0000;0,0000;1,0170;
593;"/Zynq B500-B501/PS_MIO_VREF_501";4;2;1,5013;18,4282;3,0292;22,9587;0,5657;0,0000;0,0000;0,0000;0,0000;14,1190;0,0000;3,7435;
594;"/Zynq Power/VCCADC";4;1;1,1846;2,3262;0,0000;3,5108;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;2,3262;
